"UNITID","LOCALE","LONGITUD","LATITUDE","EFFYALEV","EFFYLEV","LSTUDY","EFYTOTLT","EFYTOTLM","EFYTOTLW","EFYAIANT","EFYAIANM","EFYAIANW","EFYASIAT","EFYASIAM","EFYASIAW","EFYBKAAT","EFYBKAAM","EFYBKAAW","EFYHISPT","EFYHISPM","EFYHISPW","EFYNHPIT","EFYNHPIM","EFYNHPIW","EFYWHITT","EFYWHITM","EFYWHITW","EFY2MORT","EFY2MORM","EFY2MORW","EFYUNKNT","EFYUNKNM","EFYUNKNW","EFYNRALT","EFYNRALM","EFYNRALW","EFYGUUN","EFYGUAN","EFYGUTOT","EFYGUKN","EFFYDLEV","EFYDETOT","EFYDEEXC","EFYDESOM","EFYDENON","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","TUITION5","FEE5","HRCHG5","TUITION6","FEE6","HRCHG6","TUITION7","FEE7","HRCHG7","ISPROF1","ISPFEE1","OSPROF1","OSPFEE1","ISPROF2","ISPFEE2","OSPROF2","OSPFEE2","ISPROF3","ISPFEE3","OSPROF3","OSPFEE3","ISPROF4","ISPFEE4","OSPROF4","OSPFEE4","ISPROF5","ISPFEE5","OSPROF5","OSPFEE5","ISPROF6","ISPFEE6","OSPROF6","OSPFEE6","ISPROF7","ISPFEE7","OSPROF7","OSPFEE7","ISPROF8","ISPFEE8","OSPROF8","OSPFEE8","ISPROF9","ISPFEE9","OSPROF9","OSPFEE9","CHG1AT0","CHG1AF0","CHG1AY0","CHG1AT1","CHG1AF1","CHG1AY1","CHG1AT2","CHG1AF2","CHG1AY2","CHG1AT3","CHG1AF3","CHG1AY3","CHG1TGTD","CHG1FGTD","CHG2AT0","CHG2AF0","CHG2AY0","CHG2AT1","CHG2AF1","CHG2AY1","CHG2AT2","CHG2AF2","CHG2AY2","CHG2AT3","CHG2AF3","CHG2AY3","CHG2TGTD","CHG2FGTD","CHG3AT0","CHG3AF0","CHG3AY0","CHG3AT1","CHG3AF1","CHG3AY1","CHG3AT2","CHG3AF2","CHG3AY2","CHG3AT3","CHG3AF3","CHG3AY3","CHG3TGTD","CHG3FGTD","CHG4AY0","CHG4AY1","CHG4AY2","CHG4AY3","CHG5AY0","CHG5AY1","CHG5AY2","CHG5AY3","CHG6AY0","CHG6AY1","CHG6AY2","CHG6AY3","CHG7AY0","CHG7AY1","CHG7AY2","CHG7AY3","CHG8AY0","CHG8AY1","CHG8AY2","CHG8AY3","CHG9AY0","CHG9AY1","CHG9AY2","CHG9AY3"
126207,12,-104.763415,40.409559,2,2,1,9643,4415,5228,50,32,18,161,82,79,186,92,94,3161,1316,1845,20,11,9,4878,2303,2575,299,142,157,808,405,403,80,32,48,25,0,25,9618,17,28929,4533,8358,16038,"1848","242","77","2928","242","122","11064","242","461",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1608","218","1826","1608","218","1826","1728","218","1946","1848","242","2090",".",".","2544","218","2762","2544","218","2762","2736","218","2954","2928","242","3170",".",".","10200","218","10418","10200","218","10418","10632","218","10850","11064","242","11306",".",".","1475","1475","1488","1488",".",".",".",".",".",".",".",".","11800","11800","12420","14670","5409","5409","5868","5958","5256","5337","5724","5796"
126289,21,-105.018631,39.607505,2,2,1,18458,8141,10317,92,43,49,897,374,523,540,194,346,2775,1103,1672,41,18,23,11828,5489,6339,890,412,478,1138,408,730,257,100,157,326,0,326,18132,17,55374,11817,8976,34581,"3940","368","164","3940","368","164","16174","368","674",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","347","4027","3680","347","4027","3680","400","4080","3940","368","4308",".",".","3680","347","4027","3680","347","4027","3680","400","4080","3940","368","4308",".",".","15102","349","15451","15102","349","15451","15102","400","15502","16174","368","16542",".",".","2200","2200","2200","2200",".",".",".",".",".",".",".",".","12702","12702","12702","14679","6039","6039","6039","6426","5871","5871","5871","6255"
126359,21,-104.876207,39.686194,2,2,1,265,29,236,1,0,1,2,0,2,9,0,9,64,5,59,0,0,0,135,15,120,19,2,17,35,7,28,0,0,0,0,0,0,265,6,795,0,0,795,"13819","0",".","13819","0",".","13819","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","12338","0","12338","12338","0","12338","13819","0","13819","13819","0","13819","0","0","12338","0","12338","12338","0","12338","13819","0","13819","13819","0","13819","0","0","12338","0","12338","12338","0","12338","13819","0","13819","13819","0","13819","0","0","892","917","731","819",".",".",".",".",".",".",".",".","11439","11844","12411","14679","6255","6300","6336","6426","6102","6147","6183","6255"
126562,11,-104.837722,39.745149,2,2,1,18025,7698,10327,68,28,40,1581,663,918,1032,415,617,4422,1623,2799,30,9,21,8420,3813,4607,969,414,555,317,129,188,1186,604,582,780,0,780,17245,29,77429,13237,32383,31809,"9096","921","379","9096","921","379","27288","921","1137","8100","847","450","8100","847","450","25200","847","1400",".",".",".",".","42584","223","67887","223","44754","223","70709","223",".",".",".",".",".",".",".",".","32470","223","41265","223",".",".",".",".",".",".",".",".",".",".",".",".","7920","1481","9401","8160","1224","9384","8736","826","9562","9096","921","10017",".",".","7920","1481","9401","8160","1224","9384","8736","826","9562","9096","921","10017",".",".","24408","1481","25889","25152","1224","26376","25992","826","26818","27288","921","28209",".",".","1800","1460","1460","1460","13380","13790","14230","14920","6255","6300","6336","6426","11439","11844","12411","14679","6255","6300","6336","6426","6255","6300","6336","6426"
126580,11,-104.800296,38.892735,2,2,1,12444,5724,6720,51,23,28,529,230,299,498,213,285,2368,979,1389,37,22,15,7057,3371,3686,909,407,502,895,425,470,100,54,46,38,0,0,0,29,42232,5854,21915,14463,"8738","1700","493","8738","1700","493","22255","1700","935","14703","428","817","14703","428","817","25644","428","1425",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7120","1460","8580","7296","1470","8766","7632","1497","9129","8012","1700","9712",".",".","7120","1460","8580","7296","1470","8766","7632","1497","9129","8012","1700","9712",".",".","18760","1460","20220","19752","1470","21222","20544","1497","22041","18792","1700","20492",".",".","1800","1800","1800","1400","10920","10920","11400","12278","4660","4660","4660","4800","11080","11080","11800","13500","4660","4660","4660","4800","4660","4660","4660","4800"
126605,13,-105.119096,39.914822,2,2,1,475,415,60,8,5,3,22,22,0,34,29,5,86,72,14,5,3,2,208,187,21,14,12,2,98,85,13,0,0,0,0,0,0,475,6,1425,0,1425,0,"17406","0",".","17406","0",".","17406","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","14099","100","14199","15790","0","15790","16576","0","16576","17406","0","17406",".",".","14099","100","14199","15790","0","15790","16576","0","16576","17406","0","17406",".",".","14099","100","14199","15790","0","15790","16576","0","16576","17406","0","17406",".",".","4697","4697","5647","8261",".",".",".",".",".",".",".",".","8981","8981","8981","8981","4242","4242","4242","4242","4242","4242","4242","4242"
126614,12,-105.270823,40.008781,2,2,1,34190,18456,15734,81,40,41,2103,1088,1015,654,394,260,4534,2315,2219,32,15,17,23046,12443,10603,2224,1165,1059,321,182,139,1195,814,381,0,18,18,34172,29,123764,14789,37213,71762,"13910","1646","616","13910","1646","616","40297","1646","1680","15849","1613","881","15849","1613","881","36407","1613","2023",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","32778","1969","40248","1969","10728","1738","12466","10728","1768","12496","11520","1586","13106","14784","1646","16430","0","0","10728","1738","12466","10728","1768","12496","11520","1586","13106","14784","1646","16430","0","0","36546","1738","38284","36546","1768","38314","38770","1586","40356","40297","1646","41943","0","0","1200","1200","1200","1200","15220","15676","16146","16950","2556","2979","3014","3104","13050","13050","15164","15470","2556","2979","3014","3104","4617","4806","2862","2934"
126669,21,-105.09456,39.71388,2,2,1,14661,5273,9388,116,47,69,561,223,338,1761,538,1223,1960,642,1318,52,20,32,9156,3423,5733,412,128,284,642,252,390,1,0,1,0,0,0,14661,29,47977,25087,3112,19778,"26668","1140","1049","26668","1140","1049","26668","1140","1049","15509","1224","646","15509","1224","646","15509","1224","646",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","34250","500","34750","34936","500","35436","36682","750","37432","38516","750","39266",".",".","34250","500","34750","34936","500","35436","36682","750","37432","38516","750","39266",".",".","34250","500","34750","34936","500","35436","36682","750","37432","38516","750","39266",".",".","1000","1000","1000","1000","11694","11194","11194","12362","886","500","580","1614","8910","8910","10608","11100","886","500","580","1614","886","886","580","1614"
126678,11,-104.822697,38.84886,2,2,1,2396,1061,1335,8,3,5,109,38,71,70,28,42,264,103,161,4,1,3,1594,747,847,164,57,107,37,21,16,146,63,83,0,65,65,2331,29,7258,0,72,7186,"67458","474","2831","67458","474","2831","67458","474","2831","28900","0","1100","28900","0","1100","28900","0","1100",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","60390","474","60864","61596","474","62070","64554","474","65028","67458","474","67932",".",".","60390","474","60864","61596","474","62070","64554","474","65028","67458","474","67932",".",".","60390","474","60864","61596","474","62070","64554","474","65028","67458","474","67932",".",".","1240","1240","1240","1240","13392","13668","14376","15228","2584","2584","2584","2728","13392","13668","14376","15228","2584","2584","2584","2728","1354","1354","1354","1498"
126711,33,-107.324441,39.54636,2,2,1,7235,3067,4168,23,12,11,87,24,63,55,24,31,1930,665,1265,3,2,1,4700,2156,2544,223,97,126,214,87,127,0,0,0,0,0,0,7235,17,21705,2373,5874,13458,"2400","300","100","4800","300","200","12240","300","510",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2040","300","2340","2160","300","2460","2280","300","2580","2400","300","2700",".",".","4440","300","4740","4560","300","4860","4680","300","4980","4800","300","5100",".",".","11184","300","11484","11184","300","11484","11520","300","11820","12240","300","12540",".",".","840","750","840","840","10431","10880","11320","12120","1666","1666","1666","1666","11439","11844","12411","14679","1666","1666","1666","1666","1666","1666","1666","1666"
126748,43,-108.790048,40.081112,2,2,1,1501,655,846,23,3,20,13,5,8,21,15,6,235,88,147,4,1,3,1024,428,596,59,30,29,109,78,31,13,7,6,0,0,0,1501,17,4503,462,1008,3033,"3941","513","164","3941","513","164","6571","513","274",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","460","4140","3680","460","4140","3754","482","4236","3941","513","4454",".",".","3680","460","4140","3680","460","4140","3754","482","4236","3941","513","4454",".",".","6136","460","6596","6136","460","6596","6258","482","6740","6571","513","7084",".",".","1800","1460","1460","1460","7812","7966","8356","9030","6255","6300","6336","6426","11439","11844","12411","14679","6255","6300","6336","6426","6102","6147","6183","6255"
126775,21,-105.223364,39.751443,2,2,1,5920,4023,1897,27,21,6,347,213,134,68,49,19,732,459,273,3,0,3,4052,2798,1254,349,241,108,132,93,39,210,149,61,0,0,0,0,29,21664,554,4115,16995,"18390","2796","613","18390","2796","613","41580","2796","1386","18558","2796","1031","18558","2796","1031","41580","2796","2310",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16650","2450","19100","17160","2378","19538","17520","2520","20040","18390","2796","21186",".",".","16650","2450","19100","17160","2378","19538","17520","2520","20040","18390","2796","21186",".",".","37350","2450","39800","38460","2378","40838","39600","2520","42120","41580","2796","44376",".",".","1500","1500","1500","1500","14720","15286","16110","16820","1879","1879","1879","2500","10142","10142","12015","14679","3065","3065","3065","3276","2505","2505","2505","3105"
126818,12,-105.080732,40.574805,2,2,1,27893,12650,15243,149,52,97,884,372,512,663,312,351,4330,1787,2543,36,20,16,19519,8919,10600,1356,605,751,274,138,136,682,445,237,0,14,14,27879,29,101605,7150,37524,56931,"10299","2710","468","10299","2710","468","31055","2710","1553","11159","2425","620","11159","2425","620","27361","2425","1520",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","37891","3944","61259","3944",".",".",".",".","9710","2550","12260","9710","2550","12260","10218","2656","12874","10186","2710","12896",".",".","9710","2550","12260","9710","2550","12260","10218","2656","12874","10186","2710","12896",".",".","28990","2550","31540","28990","2550","31540","30078","2656","32734","31041","2710","33751",".",".","1200","1200","1200","1200","12440","13038","13728","15606","2566","2611","2647","2737","11440","11844","12411","14679","2566","2611","2647","2737","2566","2458","2647","2737"
126827,11,-104.85716,38.895069,2,2,1,44635,15984,28651,580,211,369,357,181,176,9292,3095,6197,92,30,62,190,59,131,12651,4451,8200,1508,512,996,19965,7445,12520,0,0,0,19856,0,19856,24779,29,142591,141046,1488,57,"12100","660","335","12100","660","335","12100","660","335","14104","660","588","14104","660","588","14104","660","588",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","11934","639","12573","11939","642","12581","12036","660","12696","12100","660","12760",".",".","11934","639","12573","11939","642","12581","12036","660","12696","12100","660","12760",".",".","11934","639","12573","11939","642","12581","12036","660","12696","12100","660","12760",".",".","1394","1385",".",".",".",".",".",".",".",".",".",".","8695","7864","7960","9311","1481","1319","1620","2289","1473","1313","1616","2059"
126863,11,-104.802673,39.71788,2,2,1,11031,4672,6359,40,18,22,673,319,354,1857,704,1153,3592,1384,2208,39,19,20,3095,1473,1622,643,282,361,264,119,145,828,354,474,0,0,0,11031,17,33093,4707,5142,23244,"3754","276","164","3754","276","164","15404","276","674",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","260","3940","3680","267","3947","3754","276","4030","3754","276","4030",".",".","3680","260","3940","3680","267","3947","3754","276","4030","3754","276","4030",".",".","15102","260","15362","15102","267","15369","15556","276","15832","15404","276","15680",".",".","1800","1460","1460","1460",".",".",".",".",".",".",".",".","11439","11844","12411","14679","6291","6336","6372","6426","6138","6138","6219","6255"
126942,11,-105.001044,39.741413,2,2,1,10907,4106,6801,68,27,41,552,204,348,1221,438,783,4283,1524,2759,29,11,18,3528,1430,2098,436,166,270,253,117,136,537,189,348,0,0,0,10907,17,32721,8112,8535,16074,"3941","961","164","3941","961","164","16174","961","674",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","1108","4788","3680","1065","4745","3754","832","4586","3941","961","4902",".",".","3680","1108","4788","3680","1065","4745","3754","832","4586","3941","961","4902",".",".","15102","1108","16210","15102","1065","16167","15403","832","16235","16175","961","17136",".",".","1800","1460","1800","1496",".",".",".",".",".",".",".",".","11439","11844","11799","14579","6291","6336","6291","6426","6138","6183","6138","6255"
127060,11,-104.963259,39.678005,2,2,1,7058,3125,3933,33,11,22,270,97,173,295,112,183,1010,376,634,15,5,10,4661,2155,2506,417,177,240,136,67,69,221,125,96,10,0,10,7048,29,40402,11313,4693,24396,"58032","1308","1612","58032","1308","1612","58032","1308","1612","58032","315","1612","58032","315","1612","58032","315","1612",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","58032","315","58032","315","52596","1179","53775","53640","1179","54819","55260","1179","56439","58032","1308","59340",".",".","52596","1179","53775","53640","1179","54819","55260","1179","56439","58032","1308","59340",".",".","52596","1179","53775","53640","1179","54819","55260","1179","56439","58032","1308","59340",".",".","1000","1000","1000","1000","14178","14674","15470","17049","2976","3021","3150","3147","12663","14674","15470","17049","2976","3021","3150","3147","2823","2868","3150","3147"
127185,32,-107.867422,37.275939,2,2,1,3732,1696,2036,1174,429,745,25,7,18,40,34,6,517,232,285,8,6,2,1493,763,730,418,201,217,31,12,19,26,12,14,4,0,0,0,29,11402,695,5494,5213,"7560","2110","315","7560","2110","315","18688","2110","779","7092","1266","394","7092","1266","394","7092","1266","394",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7056","1840","8896","7056","1948","9004","7200","2012","9212","7560","2110","9670",".",".","7056","1840","8896","7056","1948","9004","7200","2012","9212","7560","2110","9670",".",".","17712","1840","19552","17712","1948","19660","17712","2012","19724","18688","2110","20798",".",".","1240","1240","1240","1240","11858","12012","12554","13390","3652","3714","4016","4112","10168","10528","12410","14678","3652","3714","4016","4112","2712","2752","3124","3184"
127200,21,-105.038068,39.901452,2,2,1,28805,12661,16144,170,76,94,1184,513,671,529,227,302,7020,2736,4284,39,19,20,17178,7833,9345,1165,532,633,1019,504,515,501,221,280,0,0,0,0,17,86415,22227,17376,46812,"3940","800","164","3940","800","164","16174","800","674",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","352","4032","3680","352","4032","3754","372","4126","3940","800","4740",".",".","3680","352","4032","3680","352","4032","3754","372","4126","3940","800","4740",".",".","15102","352","15454","15102","352","15454","15404","372","15776","16174","800","16974",".",".","1800","1460","1460","1460",".",".",".",".",".",".",".",".","11439","11844","12411","14679","6291","6300","6336","7886","6138","6147","6183","7715"
127389,33,-102.616144,38.068886,2,2,1,814,330,484,22,11,11,2,1,1,33,20,13,304,129,175,2,0,2,402,144,258,18,13,5,12,5,7,19,7,12,0,0,0,0,17,2442,339,972,1131,"3941","481","164","3941","481","164","6571","481","274",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","453","4133","3680","456","4136","3754","462","4216","3941","481","4422",".",".","3680","453","4133","3680","453","4133","3754","462","4216","3941","481","4422",".",".","6136","453","6589","6136","453","6589","6258","462","6720","6571","481","7052",".",".","1800","1460","1460","1460","6944","7153","7510","7890","6291","6147","6336","6426","11439","11944","12411","14679","6291","6145","6336","6426","6138","6300","6183","6255"
127556,13,-108.553275,39.080643,2,2,1,9837,4592,5245,59,18,41,140,61,79,172,108,64,2054,870,1184,40,26,14,6495,3046,3449,423,220,203,336,178,158,118,65,53,34,0,34,9803,29,30103,2353,15161,12589,"8592","1120","307","8592","1120","307","23192","1120","828","9932","720","552","9932","720","552","15110","720","839",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7787","899","8686","8020","980","9000","8261","1036","9297","8592","1120","9712",".",".","7787","899","8686","8020","980","9000","8261","1036","9297","8592","1120","9712",".",".","20720","899","21619","21342","980","22322","21983","1036","23019","23192","1120","24312",".",".","1560","1560","1440","1800","11168","11265","11522","11760","3110","3110","3184","3275","8488","8478","10116","10341","3110","3110","3184","3275","2958","2958","3032","3275"
127565,11,-105.00504,39.744202,2,2,1,19839,8789,11050,160,62,98,875,401,474,1441,638,803,7004,2746,4258,39,17,22,8861,4285,4576,1070,465,605,259,122,137,130,53,77,0,327,327,19512,29,62097,17116,26979,18002,"8868","1912","296","8868","1912","296","27591","1912","920","9209","1426","511","9209","1426","511","11288","1426","627",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7236","1457","8693","8280","1741","10021","8445","1815","10260","8868","1912","10780","0",".","7236","1457","8693","8280","1741","10021","8445","1815","10260","8868","1912","10780","0",".","22510","1457","23967","25761","1741","27502","26277","1815","28092","27591","1912","29503","0",".","1400","1460","1460","1460",".",".",".",".",".",".",".",".","11799","13160","12411","14679","6141","6080","6102","6120","5988","5910","5949","5949"
127617,41,-103.771822,40.258792,2,2,1,1863,631,1232,11,2,9,9,4,5,121,54,67,673,233,440,1,1,0,991,321,670,30,8,22,20,5,15,7,3,4,0,0,0,0,17,5589,36,1935,3618,"3941","186","179","3941","186","179","16174","186","674",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","170","3850","3680","172","3852","3754","176","3930","3941","186","4127",".",".","3680","170","3850","3680","172","3852","3754","176","3930","3941","186","4127",".",".","15102","170","15272","15102","172","15274","15403","176","15579","16174","186","16360",".",".","1800","1800","1460","1460",".",".",".",".",".",".",".",".","11439","11439","12411","14679","6255","6255","6372","6462","6102","6102","6219","6291"
127653,12,-105.266987,40.014235,2,2,1,419,128,291,3,0,3,10,1,9,5,0,5,43,13,30,1,0,1,274,87,187,31,10,21,39,16,23,13,1,12,34,28,62,357,29,2843,773,843,1227,"34400","200","1125","34400","200","1125","34400","200","1125","22250","200","1100","22250","200","1100","22250","200","1100",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","34400","200","34600","34400","200","34600","34400","200","34600","34400","200","34600",".",".","34400","200","34600","34400","200","34600","34400","200","34600","34400","200","34600",".",".","34400","200","34600","34400","200","34600","34400","200","34600","34400","200","34600",".",".","1256","1256","1256","1253","10058","10516","10696","10696","4050","4626","4672","4761","13636","13176","14886","14679","4050","4626","4672","4762","4050","4626","4672","4762"
127714,11,-104.803251,38.944824,2,2,1,961,489,472,20,8,12,24,14,10,75,41,34,76,45,31,1,0,1,726,362,364,36,17,19,3,2,1,0,0,0,0,0,0,961,17,2883,2883,0,0,"9552","450","398","9552","450","398","9552","450","398",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","9120","1200","10320","9120","1200","10320","9552","450","10002","9552","450","10002",".",".","9120","1200","10320","9120","1200","10320","9552","450","10002","9552","450","10002",".",".","9120","1200","10320","9120","1200","10320","9552","450","10002","9552","450","10002",".",".","990","990","990","990",".",".",".",".",".",".",".",".","9450","9450","9450","9450","3375","3375","3375","3471","3375","3375","3375","3471"
127732,33,-103.197329,40.637215,2,2,1,1826,638,1188,7,2,5,9,4,5,40,26,14,285,99,186,1,0,1,1310,418,892,45,29,16,57,16,41,72,44,28,0,0,0,1826,17,5478,978,1014,3486,"4926","656","164","4926","656","164","7389","656","246",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4601","687","5288","4601","642","5243","4692","653","5345","4926","656","5582",".",".","4601","687","5288","4601","642","5243","4692","653","5345","4926","656","5582",".",".","6902","687","7589","6902","642","7544","7038","653","7691","7389","656","8045",".",".","1800","1800","1460","1460","7080","7080","7506","7762","5355","6300","6336","6255","11439","11844","12411","14679","6255","6300","6336","6426","5202","6147","6183","6426"
127741,12,-104.692777,40.410855,2,2,1,7453,2480,4973,29,8,21,165,56,109,316,122,194,1998,637,1361,13,7,6,4410,1468,2942,353,114,239,58,24,34,111,44,67,5,0,5,7448,29,29437,4493,15484,9460,"8784","2744","352","8784","2744","352","23196","2744","925","12204","2584","678","12204","2584","678","22842","2584","1269",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7596","2466","10062","8400","2508","10908","8750","2582","11332","9296","2714","12010",".",".","7596","2466","10062","8400","2508","10908","8750","2582","11332","9296","2714","12010",".",".","19854","2466","22320","21320","2508","23828","22140","2582","24722","23490","2714","26204",".",".","1200","1200","1200","1200","11684","12152","12870","15230","3856","3352","3392","3238","11438","11844","12014","14678","3856","3660","4248","3790","3702","3508","4096","3620"
127778,33,-103.544874,37.969984,2,2,1,1248,547,701,12,7,5,14,8,6,69,41,28,446,185,261,2,1,1,602,253,349,36,21,15,22,9,13,45,22,23,0,0,0,1248,17,3744,348,1119,2277,"3941","477","164","3941","477","164","6571","477","274",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","420","4100","3680","427","4107","3754","472","4226","3941","477","4418",".",".","3680","420","4100","3680","427","4107","3754","472","4226","3941","477","4418",".",".","6136","420","6556","6136","427","6563","6258","472","6730","6571","477","7048",".",".","1800","1850","1900","1500","7420","7790","8480","8988","5455","5619","5820","6300","12188","12493","12798","11844","5598","5651","5751","6300","8813","9043","9250","9250"
127820,21,-104.787261,38.764287,2,2,1,15754,6451,9303,109,38,71,535,196,339,1196,503,693,3822,1522,2300,73,30,43,8462,3566,4896,1066,407,659,323,139,184,168,50,118,0,0,0,15754,17,47262,13179,15522,18561,"3941","361","164","3941","361","164","16173","361","674",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","287","3967","3680","301","3981","3754","301","4055","3941","361","4302",".",".","3680","287","3967","3680","301","3981","3754","311","4065","3941","361","4302",".",".","15102","287","15389","15102","301","15403","15403","311","15714","16173","361","16534",".",".","1800","1460","1460","1460",".",".",".",".",".",".",".",".","11439","12024","12411","12024","6255","6596","6372","6632","6102","6443","6219","6479"
127884,12,-104.636258,38.262124,2,2,1,8548,3500,5048,195,74,121,90,24,66,267,133,134,3027,1155,1872,12,6,6,4221,1774,2447,318,122,196,361,183,178,57,29,28,0,0,0,8548,17,25644,4692,4998,15954,"3941","942","164","3941","942","164","16174","942","674",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","856","4536","3680","856","4536","3754","872","4626","3941","942","4883",".",".","3680","856","4536","3680","856","4536","3754","872","4626","3941","942","4883",".",".","15102","856","15958","15102","856","15958","15403","872","16275","16174","942","17116",".",".","1800","1800","1460","1460",".",".",".",".",".",".",".",".","11439","11439","12411","14679","6291","6291","6372","6462","6138","6138","6219","6291"
127909,21,-105.150094,39.720277,2,2,1,10894,5405,5489,67,24,43,336,172,164,213,111,102,2187,927,1260,15,8,7,6853,3549,3304,439,225,214,605,304,301,179,85,94,16,0,16,10878,29,32872,8955,6198,17719,"3936","771","164","3936","771","164","16176","771","674","10278","701",".","10278","701",".","12852","701",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3680","699","4379","3680","699","4379","3744","727","4471","3936","771","4707",".",".","3680","699","4379","3680","699","4379","3744","727","4471","3936","771","4707",".",".","15102","699","15801","15102","699","15801","15408","727","16135","16176","771","16947",".",".","1800","1800","1460","1460",".",".",".",".",".",".",".",".","11439","11844","12411","14679","6200","6336","6922","6426","5600","6183","6767","6255"
